"GEOID","var","pct","subgroup_type","var_label","pct_round","area"
"371830534282","pct_65_74",0.652892561983471,"Age","65-74",65.3,"CBG"
"371830534282","pct_75_84",0.264462809917355,"Age","75-64",26.4,"CBG"
"371830534282","pct_85_pl",0.0826446280991736,"Age","85+",8.3,"CBG"
"371830534282","pct_below_pl",0,"Poverty + Education","HHs Below PL",0,"CBG"
"371830534282","pct_w_bach",0.617933723196881,"Poverty + Education","Bachelor's +",61.8,"CBG"
"371830534362","pct_male",0.447552447552448,"Sex","Male",44.8,"CBG"
"371830534362","pct_female",0.552447552447552,"Sex","Female",55.2,"CBG"
"371830534362","pct_asian",0.013986013986014,"Race","Asian",1.4,"CBG"
"371830534362","pct_black",0.027972027972028,"Race","Black",2.8,"CBG"
"371830534362","pct_hispanic",0.027972027972028,"Race","Hisp.",2.8,"CBG"
"371830534362","pct_native",0,"Race","Native American",0,"CBG"
"371830534362","pct_other",0.00699300699300699,"Race","Other",0.7,"CBG"
"371830534362","pct_white",0.923076923076923,"Race","White",92.3,"CBG"
"371830534362","pct_65_74",0.685314685314685,"Age","65-74",68.5,"CBG"
"371830534362","pct_75_84",0.265734265734266,"Age","75-64",26.6,"CBG"
"371830534362","pct_85_pl",0.048951048951049,"Age","85+",4.9,"CBG"
"371830534362","pct_below_pl",0.035778175313059,"Poverty + Education","HHs Below PL",3.6,"CBG"
"371830534362","pct_w_bach",0.647294589178357,"Poverty + Education","Bachelor's +",64.7,"CBG"
"371830542243","pct_male",0.345631067961165,"Sex","Male",34.6,"CBG"
"371830542243","pct_female",0.654368932038835,"Sex","Female",65.4,"CBG"
"371830542243","pct_asian",0.00388349514563107,"Race","Asian",0.4,"CBG"
"371830542243","pct_black",0.155339805825243,"Race","Black",15.5,"CBG"
"371830542243","pct_hispanic",0.0213592233009709,"Race","Hisp.",2.1,"CBG"
"371830542243","pct_native",0,"Race","Native American",0,"CBG"
"371830542243","pct_other",0.0058252427184466,"Race","Other",0.6,"CBG"
"371830542243","pct_white",0.813592233009709,"Race","White",81.4,"CBG"
"371830542243","pct_65_74",0.450485436893204,"Age","65-74",45,"CBG"
"371830542243","pct_75_84",0.287378640776699,"Age","75-64",28.7,"CBG"
"371830542243","pct_85_pl",0.262135922330097,"Age","85+",26.2,"CBG"
"371830542243","pct_below_pl",0.1280276816609,"Poverty + Education","HHs Below PL",12.8,"CBG"
"371830542243","pct_w_bach",0.392586352148273,"Poverty + Education","Bachelor's +",39.3,"CBG"
"371830534272","pct_male",0.363636363636364,"Sex","Male",36.4,"CBG"
"371830534272","pct_female",0.636363636363636,"Sex","Female",63.6,"CBG"
"371830534272","pct_asian",0.107954545454545,"Race","Asian",10.8,"CBG"
"371830534272","pct_black",0.0681818181818182,"Race","Black",6.8,"CBG"
"371830534272","pct_hispanic",0.0625,"Race","Hisp.",6.2,"CBG"
"371830534272","pct_native",0,"Race","Native American",0,"CBG"
"371830534272","pct_other",0.0568181818181818,"Race","Other",5.7,"CBG"
"371830534272","pct_white",0.704545454545455,"Race","White",70.5,"CBG"
"371830534272","pct_65_74",0.755681818181818,"Age","65-74",75.6,"CBG"
"371830534272","pct_75_84",0.198863636363636,"Age","75-64",19.9,"CBG"
"371830534272","pct_85_pl",0.0454545454545455,"Age","85+",4.5,"CBG"
"371830534272","pct_below_pl",0.0575858250276855,"Poverty + Education","HHs Below PL",5.8,"CBG"
"371830534272","pct_w_bach",0.569645203679369,"Poverty + Education","Bachelor's +",57,"CBG"
"371830534303","pct_male",0.43801652892562,"Sex","Male",43.8,"CBG"
"371830534303","pct_female",0.56198347107438,"Sex","Female",56.2,"CBG"
"371830534303","pct_asian",0.0991735537190083,"Race","Asian",9.9,"CBG"
"371830534303","pct_black",0.0330578512396694,"Race","Black",3.3,"CBG"
"371830534303","pct_hispanic",0.0330578512396694,"Race","Hisp.",3.3,"CBG"
"371830534303","pct_native",0,"Race","Native American",0,"CBG"
"371830534303","pct_other",0.0413223140495868,"Race","Other",4.1,"CBG"
"371830534303","pct_white",0.793388429752066,"Race","White",79.3,"CBG"
"371830534303","pct_65_74",0.652892561983471,"Age","65-74",65.3,"CBG"
"371830534303","pct_75_84",0.289256198347107,"Age","75-64",28.9,"CBG"
"371830534303","pct_85_pl",0.0578512396694215,"Age","85+",5.8,"CBG"
"371830534303","pct_below_pl",0,"Poverty + Education","HHs Below PL",0,"CBG"
"371830534303","pct_w_bach",0.821109123434705,"Poverty + Education","Bachelor's +",82.1,"CBG"
"371350108042","pct_male",0.437768240343348,"Sex","Male",43.8,"CBG"
"371350108042","pct_female",0.562231759656652,"Sex","Female",56.2,"CBG"
"371350108042","pct_asian",0.0171673819742489,"Race","Asian",1.7,"CBG"
"371350108042","pct_black",0.377682403433476,"Race","Black",37.8,"CBG"
"371350108042","pct_hispanic",0.0343347639484979,"Race","Hisp.",3.4,"CBG"
"371350108042","pct_native",0.0128755364806867,"Race","Native American",1.3,"CBG"
"371350108042","pct_other",0.0171673819742489,"Race","Other",1.7,"CBG"
"371350108042","pct_white",0.540772532188841,"Race","White",54.1,"CBG"
"371350108042","pct_65_74",0.540772532188841,"Age","65-74",54.1,"CBG"
"371350108042","pct_75_84",0.381974248927039,"Age","75-64",38.2,"CBG"
"371350108042","pct_85_pl",0.0772532188841202,"Age","85+",7.7,"CBG"
"371350108042","pct_below_pl",0.0909090909090909,"Poverty + Education","HHs Below PL",9.1,"CBG"
"371350108042","pct_w_bach",0.212765957446809,"Poverty + Education","Bachelor's +",21.3,"CBG"
"371350108033","pct_male",0.478991596638655,"Sex","Male",47.9,"CBG"
"371350108033","pct_female",0.521008403361345,"Sex","Female",52.1,"CBG"
"371350108033","pct_asian",0.0210084033613445,"Race","Asian",2.1,"CBG"
"371350108033","pct_black",0.147058823529412,"Race","Black",14.7,"CBG"
"371350108033","pct_hispanic",0.0126050420168067,"Race","Hisp.",1.3,"CBG"
"371350108033","pct_native",0,"Race","Native American",0,"CBG"
"371350108033","pct_other",0.00840336134453781,"Race","Other",0.8,"CBG"
"371350108033","pct_white",0.810924369747899,"Race","White",81.1,"CBG"
"371350108033","pct_65_74",0.672268907563025,"Age","65-74",67.2,"CBG"
"371350108033","pct_75_84",0.260504201680672,"Age","75-64",26.1,"CBG"
"371350108033","pct_85_pl",0.0672268907563025,"Age","85+",6.7,"CBG"
"371350108033","pct_below_pl",0.0318627450980392,"Poverty + Education","HHs Below PL",3.2,"CBG"
"371350108033","pct_w_bach",0.676985195154778,"Poverty + Education","Bachelor's +",67.7,"CBG"
"371350110012","pct_male",0.437869822485207,"Sex","Male",43.8,"CBG"
"371350110012","pct_female",0.562130177514793,"Sex","Female",56.2,"CBG"
"371350110012","pct_asian",0.0118343195266272,"Race","Asian",1.2,"CBG"
"371350110012","pct_black",0.029585798816568,"Race","Black",3,"CBG"
"371350110012","pct_hispanic",0.0118343195266272,"Race","Hisp.",1.2,"CBG"
"371350110012","pct_native",0,"Race","Native American",0,"CBG"
